"id","ip_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comentarios"
"1563","192.168.1.28","1","Facebook","Home_Page","2025-11-18 17:26:00","Inicio de sesion"
"1564","192.168.1.28","3","Facebook","vista_Zapatillas_Urban","2025-11-18 17:26:18","Navegando catalogo"
"1565","192.168.1.28","3","Facebook","vista_Chaqueta_Cuero","2025-11-18 17:26:26","Navegando catalogo"
"1566","192.168.1.28","2","Facebook","btn_ver_tallas","2025-11-18 17:26:28","Interaccion interfaz"
"1567","192.168.1.17","1","Newsletter","Home_Page","2025-11-18 18:38:00","Inicio de sesion"
"1568","192.168.1.17","3","Newsletter","vista_Chaqueta_Cuero","2025-11-18 18:38:37","Navegando catalogo"
"1569","192.168.1.17","2","Newsletter","btn_agregar_carrito","2025-11-18 18:38:39","Interaccion interfaz"
"1570","192.168.1.17","3","Newsletter","vista_Zapatillas_Urban","2025-11-18 18:39:00","Navegando catalogo"
"1571","192.168.1.17","3","Newsletter","vista_Chaqueta_Cuero","2025-11-18 18:39:10","Navegando catalogo"
"1572","192.168.1.32","1","Newsletter","Home_Page","2025-11-18 20:14:00","Inicio de sesion"
"1573","192.168.1.32","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-18 20:14:05","Navegando catalogo"
"1574","192.168.1.32","2","Newsletter","img_zoom","2025-11-18 20:14:07","Interaccion interfaz"
"1575","192.168.1.32","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-18 20:14:30","Navegando catalogo"
"1576","192.168.1.32","3","Newsletter","vista_Jean_Slim_Negro","2025-11-18 20:15:10","Navegando catalogo"
"1577","192.168.1.32","2","Newsletter","link_menu_hombres","2025-11-18 20:15:12","Interaccion interfaz"
"1578","192.168.1.32","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-18 20:15:46","Navegando catalogo"
"1579","192.168.1.32","2","Newsletter","btn_ver_tallas","2025-11-18 20:15:48","Interaccion interfaz"
"1580","192.168.1.32","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-18 20:16:01","Navegando catalogo"
"1581","192.168.1.32","2","Newsletter","link_menu_hombres","2025-11-18 20:16:03","Interaccion interfaz"
"1582","192.168.1.32","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-18 20:17:00","Venta Exitosa"
"1583","192.168.1.45","1","Newsletter","Home_Page","2025-11-18 20:33:00","Inicio de sesion"
"1584","192.168.1.45","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-18 20:33:37","Navegando catalogo"
"1585","192.168.1.45","2","Newsletter","link_menu_hombres","2025-11-18 20:33:39","Interaccion interfaz"
"1586","192.168.1.45","3","Newsletter","vista_Chaqueta_Cuero","2025-11-18 20:34:10","Navegando catalogo"
"1587","192.168.1.45","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-18 20:34:42","Navegando catalogo"
"1588","192.168.1.45","2","Newsletter","img_zoom","2025-11-18 20:34:44","Interaccion interfaz"
"1589","192.168.1.19","1","Newsletter","Home_Page","2025-11-18 23:22:00","Inicio de sesion"
"1590","192.168.1.19","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-18 23:22:11","Navegando catalogo"
"1591","192.168.1.19","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-18 23:22:49","Navegando catalogo"
"1592","192.168.1.19","2","Newsletter","btn_agregar_carrito","2025-11-18 23:22:51","Interaccion interfaz"
"1593","192.168.1.19","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-18 23:23:25","Navegando catalogo"
"1594","192.168.1.19","2","Newsletter","img_zoom","2025-11-18 23:23:27","Interaccion interfaz"
"1595","192.168.1.19","3","Newsletter","vista_Zapatillas_Urban","2025-11-18 23:23:39","Navegando catalogo"
"1596","192.168.1.19","5","Newsletter","btn_cancelar_checkout","2025-11-18 23:24:25","Abandono en pago"
"1597","192.168.1.10","1","Facebook","Home_Page","2025-11-18 23:37:00","Inicio de sesion"
"1598","192.168.1.10","3","Facebook","vista_Zapatillas_Urban","2025-11-18 23:37:39","Navegando catalogo"
"1599","192.168.1.10","2","Facebook","img_zoom","2025-11-18 23:37:41","Interaccion interfaz"
"1600","192.168.1.10","3","Facebook","vista_Zapatillas_Urban","2025-11-18 23:37:53","Navegando catalogo"
"1601","192.168.1.10","3","Facebook","vista_Vestido_Verano_Floral","2025-11-18 23:38:06","Navegando catalogo"
"1602","192.168.1.10","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-18 23:38:47","Navegando catalogo"
"1603","192.168.1.10","3","Facebook","vista_Chaqueta_Cuero","2025-11-18 23:39:12","Navegando catalogo"
"1604","192.168.1.10","2","Facebook","img_zoom","2025-11-18 23:39:14","Interaccion interfaz"
"1605","192.168.1.10","4","Facebook","btn_finalizar_pago_exitoso","2025-11-18 23:39:55","Venta Exitosa"
"1606","192.168.1.43","1","Google Ads","Home_Page","2025-11-19 01:35:00","Inicio de sesion"
"1607","192.168.1.43","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-19 01:35:32","Navegando catalogo"
"1608","192.168.1.43","2","Google Ads","img_zoom","2025-11-19 01:35:34","Interaccion interfaz"
"1609","192.168.1.43","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-19 01:35:49","Navegando catalogo"
"1610","192.168.1.43","2","Google Ads","link_menu_hombres","2025-11-19 01:35:51","Interaccion interfaz"
"1611","192.168.1.43","3","Google Ads","vista_Jean_Slim_Negro","2025-11-19 01:36:20","Navegando catalogo"
"1612","192.168.1.24","1","Google Ads","Home_Page","2025-11-19 02:50:00","Inicio de sesion"
"1613","192.168.1.24","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-19 02:50:38","Navegando catalogo"
"1614","192.168.1.40","1","Directo","Home_Page","2025-11-19 04:02:00","Inicio de sesion"
"1615","192.168.1.40","3","Directo","vista_Camisa_Lino_Blanca","2025-11-19 04:02:17","Navegando catalogo"
"1616","192.168.1.40","2","Directo","btn_agregar_carrito","2025-11-19 04:02:19","Interaccion interfaz"
"1617","192.168.1.40","3","Directo","vista_Jean_Slim_Negro","2025-11-19 04:02:42","Navegando catalogo"
"1618","192.168.1.40","2","Directo","btn_ver_tallas","2025-11-19 04:02:44","Interaccion interfaz"
"1619","192.168.1.40","3","Directo","vista_Camisa_Lino_Blanca","2025-11-19 04:03:18","Navegando catalogo"
"1620","192.168.1.23","1","Newsletter","Home_Page","2025-11-19 06:11:00","Inicio de sesion"
"1621","192.168.1.23","3","Newsletter","vista_Jean_Slim_Negro","2025-11-19 06:11:23","Navegando catalogo"
"1622","192.168.1.23","2","Newsletter","link_menu_hombres","2025-11-19 06:11:25","Interaccion interfaz"
"1623","192.168.1.23","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-19 06:11:53","Navegando catalogo"
"1624","192.168.1.23","3","Newsletter","vista_Chaqueta_Cuero","2025-11-19 06:12:07","Navegando catalogo"
"1625","192.168.1.23","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-19 06:12:44","Navegando catalogo"
"1626","192.168.1.23","5","Newsletter","btn_cancelar_checkout","2025-11-19 06:13:05","Abandono en pago"
"1627","192.168.1.12","1","Newsletter","Home_Page","2025-11-19 08:30:00","Inicio de sesion"
"1628","192.168.1.12","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-19 08:30:12","Navegando catalogo"
"1629","192.168.1.12","2","Newsletter","btn_agregar_carrito","2025-11-19 08:30:14","Interaccion interfaz"
"1630","192.168.1.12","3","Newsletter","vista_Zapatillas_Urban","2025-11-19 08:30:23","Navegando catalogo"
"1631","192.168.1.12","2","Newsletter","btn_agregar_carrito","2025-11-19 08:30:25","Interaccion interfaz"
"1632","192.168.1.12","3","Newsletter","vista_Jean_Slim_Negro","2025-11-19 08:30:37","Navegando catalogo"
"1633","192.168.1.12","2","Newsletter","btn_agregar_carrito","2025-11-19 08:30:39","Interaccion interfaz"
"1634","192.168.1.12","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-19 08:31:01","Navegando catalogo"
"1635","192.168.1.12","2","Newsletter","link_menu_hombres","2025-11-19 08:31:03","Interaccion interfaz"
"1636","192.168.1.12","5","Newsletter","btn_cancelar_checkout","2025-11-19 08:31:47","Abandono en pago"
"1637","192.168.1.7","1","Google Ads","Home_Page","2025-11-19 09:18:00","Inicio de sesion"
"1638","192.168.1.7","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-19 09:18:28","Navegando catalogo"
"1639","192.168.1.7","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-19 09:19:06","Navegando catalogo"
"1640","192.168.1.7","3","Google Ads","vista_Chaqueta_Cuero","2025-11-19 09:19:44","Navegando catalogo"
"1641","192.168.1.7","2","Google Ads","btn_ver_tallas","2025-11-19 09:19:46","Interaccion interfaz"
"1642","192.168.1.49","1","Facebook","Home_Page","2025-11-19 10:34:00","Inicio de sesion"
"1643","192.168.1.49","3","Facebook","vista_Chaqueta_Cuero","2025-11-19 10:34:36","Navegando catalogo"
"1644","192.168.1.49","3","Facebook","vista_Jean_Slim_Negro","2025-11-19 10:34:56","Navegando catalogo"
"1645","192.168.1.49","3","Facebook","vista_Zapatillas_Urban","2025-11-19 10:35:21","Navegando catalogo"
"1646","192.168.1.49","3","Facebook","vista_Chaqueta_Cuero","2025-11-19 10:36:06","Navegando catalogo"
"1647","192.168.1.49","5","Facebook","btn_cancelar_checkout","2025-11-19 10:36:56","Abandono en pago"
"1648","192.168.1.29","1","Instagram Bio","Home_Page","2025-11-19 11:18:00","Inicio de sesion"
"1649","192.168.1.29","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-19 11:18:33","Navegando catalogo"
"1650","192.168.1.29","2","Instagram Bio","link_menu_hombres","2025-11-19 11:18:35","Interaccion interfaz"
"1651","192.168.1.34","1","Instagram Bio","Home_Page","2025-11-19 12:13:00","Inicio de sesion"
"1652","192.168.1.34","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-19 12:13:12","Navegando catalogo"
"1653","192.168.1.3","1","Instagram Bio","Home_Page","2025-11-19 13:43:00","Inicio de sesion"
"1654","192.168.1.3","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-19 13:43:29","Navegando catalogo"
"1655","192.168.1.3","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-19 13:44:10","Navegando catalogo"
"1656","192.168.1.3","2","Instagram Bio","btn_agregar_carrito","2025-11-19 13:44:12","Interaccion interfaz"
"1657","192.168.1.3","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-19 13:44:48","Navegando catalogo"
"1658","192.168.1.3","2","Instagram Bio","img_zoom","2025-11-19 13:44:50","Interaccion interfaz"
"1659","192.168.1.3","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-19 13:45:17","Navegando catalogo"
"1660","192.168.1.3","2","Instagram Bio","img_zoom","2025-11-19 13:45:19","Interaccion interfaz"
"1661","192.168.1.3","5","Instagram Bio","btn_cancelar_checkout","2025-11-19 13:46:00","Abandono en pago"
"1662","192.168.1.26","1","Facebook","Home_Page","2025-11-19 16:31:00","Inicio de sesion"
"1663","192.168.1.26","3","Facebook","vista_Vestido_Verano_Floral","2025-11-19 16:31:30","Navegando catalogo"
"1664","192.168.1.26","2","Facebook","btn_agregar_carrito","2025-11-19 16:31:32","Interaccion interfaz"
"1665","192.168.1.26","3","Facebook","vista_Jean_Slim_Negro","2025-11-19 16:31:56","Navegando catalogo"
"1666","192.168.1.26","2","Facebook","img_zoom","2025-11-19 16:31:58","Interaccion interfaz"
"1667","192.168.1.26","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-19 16:32:06","Navegando catalogo"
"1668","192.168.1.21","1","Instagram Bio","Home_Page","2025-11-19 17:00:00","Inicio de sesion"
"1669","192.168.1.21","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-19 17:00:21","Navegando catalogo"
"1670","192.168.1.21","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-19 17:00:56","Navegando catalogo"
"1671","192.168.1.21","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-19 17:01:15","Navegando catalogo"
"1672","192.168.1.21","2","Instagram Bio","link_menu_hombres","2025-11-19 17:01:17","Interaccion interfaz"
"1673","192.168.1.21","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-19 17:01:24","Navegando catalogo"
"1674","192.168.1.21","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-19 17:01:55","Navegando catalogo"
"1675","192.168.1.21","2","Instagram Bio","btn_agregar_carrito","2025-11-19 17:01:57","Interaccion interfaz"
"1676","192.168.1.21","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-19 17:02:40","Venta Exitosa"
"1677","192.168.1.7","1","Directo","Home_Page","2025-11-19 17:47:00","Inicio de sesion"
"1678","192.168.1.7","3","Directo","vista_Camisa_Lino_Blanca","2025-11-19 17:47:19","Navegando catalogo"
"1679","192.168.1.7","3","Directo","vista_Chaqueta_Cuero","2025-11-19 17:47:37","Navegando catalogo"
"1680","192.168.1.7","2","Directo","img_zoom","2025-11-19 17:47:39","Interaccion interfaz"
"1681","192.168.1.7","3","Directo","vista_Zapatillas_Urban","2025-11-19 17:48:02","Navegando catalogo"
"1682","192.168.1.1","1","Directo","Home_Page","2025-11-19 18:40:00","Inicio de sesion"
"1683","192.168.1.1","3","Directo","vista_Camisa_Lino_Blanca","2025-11-19 18:40:37","Navegando catalogo"
"1684","192.168.1.1","2","Directo","btn_ver_tallas","2025-11-19 18:40:39","Interaccion interfaz"
"1685","192.168.1.33","1","Google Ads","Home_Page","2025-11-19 20:38:00","Inicio de sesion"
"1686","192.168.1.33","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-19 20:38:34","Navegando catalogo"
"1687","192.168.1.33","2","Google Ads","img_zoom","2025-11-19 20:38:36","Interaccion interfaz"
"1688","192.168.1.33","3","Google Ads","vista_Zapatillas_Urban","2025-11-19 20:39:09","Navegando catalogo"
"1689","192.168.1.33","2","Google Ads","btn_agregar_carrito","2025-11-19 20:39:11","Interaccion interfaz"
"1690","192.168.1.33","3","Google Ads","vista_Jean_Slim_Negro","2025-11-19 20:39:33","Navegando catalogo"
"1691","192.168.1.33","2","Google Ads","btn_ver_tallas","2025-11-19 20:39:35","Interaccion interfaz"
"1692","192.168.1.14","1","Instagram Bio","Home_Page","2025-11-19 21:00:00","Inicio de sesion"
"1693","192.168.1.14","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-19 21:00:07","Navegando catalogo"
"1694","192.168.1.14","2","Instagram Bio","btn_ver_tallas","2025-11-19 21:00:09","Interaccion interfaz"
"1695","192.168.1.14","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-19 21:00:46","Navegando catalogo"
"1696","192.168.1.14","2","Instagram Bio","img_zoom","2025-11-19 21:00:48","Interaccion interfaz"
"1697","192.168.1.14","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-19 21:01:26","Navegando catalogo"
"1698","192.168.1.14","2","Instagram Bio","link_menu_hombres","2025-11-19 21:01:28","Interaccion interfaz"
"1699","192.168.1.14","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-19 21:01:54","Navegando catalogo"
"1700","192.168.1.14","5","Instagram Bio","btn_cancelar_checkout","2025-11-19 21:02:42","Abandono en pago"
"1701","192.168.1.46","1","Directo","Home_Page","2025-11-19 23:09:00","Inicio de sesion"
"1702","192.168.1.46","3","Directo","vista_Camisa_Lino_Blanca","2025-11-19 23:09:33","Navegando catalogo"
"1703","192.168.1.46","3","Directo","vista_Camisa_Lino_Blanca","2025-11-19 23:10:11","Navegando catalogo"
"1704","192.168.1.46","3","Directo","vista_Chaqueta_Cuero","2025-11-19 23:10:25","Navegando catalogo"
"1705","192.168.1.46","2","Directo","btn_ver_tallas","2025-11-19 23:10:27","Interaccion interfaz"
"1706","192.168.1.46","3","Directo","vista_Jean_Slim_Negro","2025-11-19 23:10:39","Navegando catalogo"
"1707","192.168.1.46","2","Directo","btn_ver_tallas","2025-11-19 23:10:41","Interaccion interfaz"
"1708","192.168.1.46","5","Directo","btn_cancelar_checkout","2025-11-19 23:11:19","Abandono en pago"
"1709","192.168.1.39","1","Instagram Bio","Home_Page","2025-11-20 00:47:00","Inicio de sesion"
"1710","192.168.1.39","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-20 00:47:36","Navegando catalogo"
"1711","192.168.1.39","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-20 00:47:47","Navegando catalogo"
"1712","192.168.1.48","1","Facebook","Home_Page","2025-11-20 01:42:00","Inicio de sesion"
"1713","192.168.1.48","3","Facebook","vista_Jean_Slim_Negro","2025-11-20 01:42:12","Navegando catalogo"
"1714","192.168.1.26","1","Directo","Home_Page","2025-11-20 04:15:00","Inicio de sesion"
"1715","192.168.1.26","3","Directo","vista_Chaqueta_Cuero","2025-11-20 04:15:27","Navegando catalogo"
"1716","192.168.1.26","3","Directo","vista_Jean_Slim_Negro","2025-11-20 04:16:02","Navegando catalogo"
"1717","192.168.1.26","2","Directo","img_zoom","2025-11-20 04:16:04","Interaccion interfaz"
"1718","192.168.1.26","3","Directo","vista_Chaqueta_Cuero","2025-11-20 04:16:34","Navegando catalogo"
"1719","192.168.1.50","1","Google Ads","Home_Page","2025-11-20 05:20:00","Inicio de sesion"
"1720","192.168.1.50","3","Google Ads","vista_Jean_Slim_Negro","2025-11-20 05:20:14","Navegando catalogo"
"1721","192.168.1.50","2","Google Ads","btn_ver_tallas","2025-11-20 05:20:16","Interaccion interfaz"
"1722","192.168.1.22","1","Instagram Bio","Home_Page","2025-11-20 07:54:00","Inicio de sesion"
"1723","192.168.1.22","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-20 07:54:06","Navegando catalogo"
"1724","192.168.1.22","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-20 07:54:28","Navegando catalogo"
"1725","192.168.1.22","2","Instagram Bio","btn_ver_tallas","2025-11-20 07:54:30","Interaccion interfaz"
"1726","192.168.1.50","1","Instagram Bio","Home_Page","2025-11-20 09:16:00","Inicio de sesion"
"1727","192.168.1.50","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-20 09:16:33","Navegando catalogo"
"1728","192.168.1.50","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-20 09:16:55","Navegando catalogo"
"1729","192.168.1.50","2","Instagram Bio","btn_agregar_carrito","2025-11-20 09:16:57","Interaccion interfaz"
"1730","192.168.1.50","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-20 09:17:12","Navegando catalogo"
"1731","192.168.1.50","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-20 09:17:37","Navegando catalogo"
"1732","192.168.1.50","5","Instagram Bio","btn_cancelar_checkout","2025-11-20 09:18:21","Abandono en pago"
"1733","192.168.1.5","1","Google Ads","Home_Page","2025-11-20 11:42:00","Inicio de sesion"
"1734","192.168.1.5","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-20 11:42:37","Navegando catalogo"
"1735","192.168.1.5","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-20 11:42:55","Navegando catalogo"
"1736","192.168.1.5","3","Google Ads","vista_Zapatillas_Urban","2025-11-20 11:43:10","Navegando catalogo"
"1737","192.168.1.5","2","Google Ads","btn_agregar_carrito","2025-11-20 11:43:12","Interaccion interfaz"
"1738","192.168.1.27","1","Instagram Bio","Home_Page","2025-11-20 12:15:00","Inicio de sesion"
"1739","192.168.1.27","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-20 12:15:36","Navegando catalogo"
"1740","192.168.1.27","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-20 12:16:14","Navegando catalogo"
"1741","192.168.1.27","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-20 12:16:44","Navegando catalogo"
"1742","192.168.1.39","1","Newsletter","Home_Page","2025-11-20 15:15:00","Inicio de sesion"
"1743","192.168.1.39","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-20 15:15:27","Navegando catalogo"
"1744","192.168.1.39","2","Newsletter","img_zoom","2025-11-20 15:15:29","Interaccion interfaz"
"1745","192.168.1.39","3","Newsletter","vista_Jean_Slim_Negro","2025-11-20 15:15:49","Navegando catalogo"
"1746","192.168.1.39","3","Newsletter","vista_Jean_Slim_Negro","2025-11-20 15:16:06","Navegando catalogo"
"1747","192.168.1.39","2","Newsletter","btn_agregar_carrito","2025-11-20 15:16:08","Interaccion interfaz"
"1748","192.168.1.39","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-20 15:16:17","Navegando catalogo"
"1749","192.168.1.39","5","Newsletter","btn_cancelar_checkout","2025-11-20 15:16:33","Abandono en pago"
"1750","192.168.1.15","1","Newsletter","Home_Page","2025-11-20 15:25:00","Inicio de sesion"
"1751","192.168.1.15","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-20 15:25:41","Navegando catalogo"
"1752","192.168.1.15","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-20 15:26:07","Navegando catalogo"
"1753","192.168.1.15","3","Newsletter","vista_Zapatillas_Urban","2025-11-20 15:26:49","Navegando catalogo"
"1754","192.168.1.15","2","Newsletter","link_menu_hombres","2025-11-20 15:26:51","Interaccion interfaz"
"1755","192.168.1.15","3","Newsletter","vista_Jean_Slim_Negro","2025-11-20 15:27:16","Navegando catalogo"
"1756","192.168.1.15","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-20 15:27:50","Navegando catalogo"
"1757","192.168.1.15","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-20 15:28:43","Venta Exitosa"
"1758","192.168.1.15","1","Newsletter","Home_Page","2025-11-20 17:33:00","Inicio de sesion"
"1759","192.168.1.15","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-20 17:33:45","Navegando catalogo"
"1760","192.168.1.15","2","Newsletter","link_menu_hombres","2025-11-20 17:33:47","Interaccion interfaz"
"1761","192.168.1.15","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-20 17:34:20","Navegando catalogo"
"1762","192.168.1.15","2","Newsletter","img_zoom","2025-11-20 17:34:22","Interaccion interfaz"
"1763","192.168.1.15","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-20 17:34:49","Navegando catalogo"
"1764","192.168.1.15","3","Newsletter","vista_Zapatillas_Urban","2025-11-20 17:35:00","Navegando catalogo"
"1765","192.168.1.15","2","Newsletter","img_zoom","2025-11-20 17:35:02","Interaccion interfaz"
"1766","192.168.1.15","5","Newsletter","btn_cancelar_checkout","2025-11-20 17:35:58","Abandono en pago"
"1767","192.168.1.5","1","Instagram Bio","Home_Page","2025-11-20 18:38:00","Inicio de sesion"
"1768","192.168.1.5","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-20 18:38:29","Navegando catalogo"
"1769","192.168.1.5","2","Instagram Bio","btn_agregar_carrito","2025-11-20 18:38:31","Interaccion interfaz"
"1770","192.168.1.5","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-20 18:38:44","Navegando catalogo"
"1771","192.168.1.5","2","Instagram Bio","btn_ver_tallas","2025-11-20 18:38:46","Interaccion interfaz"
"1772","192.168.1.5","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-20 18:39:11","Navegando catalogo"
"1773","192.168.1.5","2","Instagram Bio","link_menu_hombres","2025-11-20 18:39:13","Interaccion interfaz"
"1774","192.168.1.5","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-20 18:39:51","Navegando catalogo"
"1775","192.168.1.5","2","Instagram Bio","btn_ver_tallas","2025-11-20 18:39:53","Interaccion interfaz"
"1776","192.168.1.5","5","Instagram Bio","btn_cancelar_checkout","2025-11-20 18:40:34","Abandono en pago"
"1777","192.168.1.10","1","Facebook","Home_Page","2025-11-20 21:19:00","Inicio de sesion"
"1778","192.168.1.10","3","Facebook","vista_Jean_Slim_Negro","2025-11-20 21:19:16","Navegando catalogo"
"1779","192.168.1.10","2","Facebook","link_menu_hombres","2025-11-20 21:19:18","Interaccion interfaz"
"1780","192.168.1.10","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-20 21:19:32","Navegando catalogo"
"1781","192.168.1.10","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-20 21:19:55","Navegando catalogo"
"1782","192.168.1.10","2","Facebook","btn_ver_tallas","2025-11-20 21:19:57","Interaccion interfaz"
"1783","192.168.1.10","3","Facebook","vista_Vestido_Verano_Floral","2025-11-20 21:20:10","Navegando catalogo"
"1784","192.168.1.10","2","Facebook","btn_agregar_carrito","2025-11-20 21:20:12","Interaccion interfaz"
"1785","192.168.1.10","5","Facebook","btn_cancelar_checkout","2025-11-20 21:20:27","Abandono en pago"
"1786","192.168.1.17","1","Instagram Bio","Home_Page","2025-11-20 23:00:00","Inicio de sesion"
"1787","192.168.1.17","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-20 23:00:14","Navegando catalogo"
"1788","192.168.1.16","1","Directo","Home_Page","2025-11-21 01:51:00","Inicio de sesion"
"1789","192.168.1.16","3","Directo","vista_Vestido_Verano_Floral","2025-11-21 01:51:14","Navegando catalogo"
"1790","192.168.1.16","2","Directo","btn_agregar_carrito","2025-11-21 01:51:16","Interaccion interfaz"
"1791","192.168.1.16","3","Directo","vista_Camisa_Lino_Blanca","2025-11-21 01:51:23","Navegando catalogo"
"1792","192.168.1.16","2","Directo","img_zoom","2025-11-21 01:51:25","Interaccion interfaz"
"1793","192.168.1.16","3","Directo","vista_Vestido_Verano_Floral","2025-11-21 01:51:58","Navegando catalogo"
"1794","192.168.1.16","2","Directo","img_zoom","2025-11-21 01:52:00","Interaccion interfaz"
"1795","192.168.1.16","3","Directo","vista_Camisa_Lino_Blanca","2025-11-21 01:52:38","Navegando catalogo"
"1796","192.168.1.16","5","Directo","btn_cancelar_checkout","2025-11-21 01:53:13","Abandono en pago"
"1797","192.168.1.11","1","Newsletter","Home_Page","2025-11-21 03:35:00","Inicio de sesion"
"1798","192.168.1.11","3","Newsletter","vista_Chaqueta_Cuero","2025-11-21 03:35:27","Navegando catalogo"
"1799","192.168.1.11","2","Newsletter","btn_agregar_carrito","2025-11-21 03:35:29","Interaccion interfaz"
"1800","192.168.1.11","3","Newsletter","vista_Jean_Slim_Negro","2025-11-21 03:35:51","Navegando catalogo"
"1801","192.168.1.11","2","Newsletter","link_menu_hombres","2025-11-21 03:35:53","Interaccion interfaz"
"1802","192.168.1.11","3","Newsletter","vista_Jean_Slim_Negro","2025-11-21 03:36:22","Navegando catalogo"
"1803","192.168.1.13","1","Google Ads","Home_Page","2025-11-21 04:46:00","Inicio de sesion"
"1804","192.168.1.13","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-21 04:46:15","Navegando catalogo"
"1805","192.168.1.13","3","Google Ads","vista_Chaqueta_Cuero","2025-11-21 04:46:29","Navegando catalogo"
"1806","192.168.1.13","3","Google Ads","vista_Zapatillas_Urban","2025-11-21 04:46:35","Navegando catalogo"
"1807","192.168.1.13","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-21 04:47:05","Navegando catalogo"
"1808","192.168.1.13","5","Google Ads","btn_cancelar_checkout","2025-11-21 04:47:54","Abandono en pago"
"1809","192.168.1.10","1","Facebook","Home_Page","2025-11-21 05:22:00","Inicio de sesion"
"1810","192.168.1.10","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-21 05:22:12","Navegando catalogo"
"1811","192.168.1.3","1","Instagram Bio","Home_Page","2025-11-21 06:40:00","Inicio de sesion"
"1812","192.168.1.3","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-21 06:40:44","Navegando catalogo"
"1813","192.168.1.28","1","Directo","Home_Page","2025-11-21 09:19:00","Inicio de sesion"
"1814","192.168.1.28","3","Directo","vista_Chaqueta_Cuero","2025-11-21 09:19:27","Navegando catalogo"
